client_id,industry_sector,facility_amount_usd,interest_rate_margin_pct,maturity_date,revenue,ebitda,total_debt,icr,leverage_ratio,internal_rating,pd_percent,ecl_provision,dashboard_status
CORP_00191,Logistics,66553124,4.76,2026-09-11,306071254.0,62400757.0,194181328.0,3.47,3.11,B,0.05,1497445.29,Performing
CORP_00192,Telecommunications,185033766,3.49,2028-12-19,245312971.0,73127258.0,188813201.0,4.85,2.58,B,0.05,4163259.74,Review Required (High Exposure)
CORP_00193,Energy,156968492,4.93,2032-11-19,383626164.0,98937454.0,212921693.0,4.93,2.15,A,0.01,706358.21,Performing
CORP_00194,Manufacturing,176116174,5.95,2032-05-23,142639529.0,40465949.0,177837824.0,2.18,4.39,C,0.15,11887841.74,Critical Watchlist
CORP_00195,Technology,28841962,4.43,2030-03-21,119697634.0,15352705.0,49394443.0,3.48,3.22,B,0.05,648944.14,Performing
CORP_00196,Technology,71834972,3.97,2031-05-08,75475638.0,11835454.0,51689009.0,2.7,4.37,C,0.15,4848860.61,Critical Watchlist
CORP_00197,Telecommunications,182374243,3.41,2032-07-20,421822984.0,68830051.0,257386657.0,3.38,3.74,B,0.05,4103420.47,Review Required (High Exposure)
CORP_00198,Healthcare,27993420,4.18,2027-10-04,450118007.0,133930632.0,373564438.0,4.13,2.79,B,0.05,629851.95,Performing
CORP_00199,Energy,67190751,2.95,2032-08-26,79600028.0,12692903.0,29293024.0,5.82,2.31,A,0.01,302358.38,Performing
CORP_00200,Financials,161188486,3.15,2027-11-21,370446356.0,85184597.0,367600328.0,3.03,4.32,C,0.15,10880222.8,Critical Watchlist
CORP_00201,Telecommunications,175731194,3.93,2029-06-30,425182612.0,87776927.0,329525019.0,3.16,3.75,B,0.05,3953951.87,Review Required (High Exposure)
CORP_00202,Healthcare,36288562,1.37,2031-05-05,74380398.0,10181677.0,41697580.0,4.16,4.1,C,0.15,2449477.94,Critical Watchlist
CORP_00203,Energy,160569237,2.26,2028-12-15,332112487.0,34945785.0,143535495.0,3.6,4.11,C,0.15,10838423.5,Critical Watchlist
CORP_00204,Manufacturing,28484187,3.99,2030-01-26,203853199.0,51250310.0,138096229.0,4.37,2.69,B,0.05,640894.21,Performing
CORP_00205,Aviation,239924609,3.37,2027-04-02,451516455.0,88582360.0,280387265.0,4.01,3.17,B,0.05,5398303.7,Review Required (High Exposure)
CORP_00206,Financials,200995197,2.83,2028-09-09,262770189.0,65001125.0,249593535.0,3.55,3.84,B,0.05,4522391.93,Review Required (High Exposure)
CORP_00207,Logistics,41093880,5.02,2031-11-01,23846719.0,5718260.0,26384691.0,2.28,4.61,C,0.15,2773836.9,Critical Watchlist
CORP_00208,Technology,189658932,4.82,2029-01-27,100338325.0,23809987.0,117257065.0,2.18,4.92,C,0.15,12801977.91,Critical Watchlist
CORP_00209,Commercial Real Estate,86752859,1.92,2026-05-29,430571135.0,63040445.0,252553577.0,3.89,4.01,C,0.15,5855817.98,Critical Watchlist
CORP_00210,Manufacturing,235519835,5.83,2029-09-14,74532456.0,14459100.0,37567744.0,3.73,2.6,B,0.05,5299196.29,Review Required (High Exposure)
CORP_00211,Technology,137888171,3.72,2029-03-25,81800460.0,10718086.0,30480158.0,4.28,2.84,B,0.05,3102483.85,Performing
CORP_00212,Retail,183283859,5.08,2026-07-09,86547638.0,25885465.0,109405230.0,2.47,4.23,C,0.15,12371660.48,Critical Watchlist
CORP_00213,Commercial Real Estate,80415325,4.15,2028-06-01,314118799.0,59897751.0,222171085.0,3.12,3.71,B,0.05,1809344.81,Performing
CORP_00214,Technology,40563453,6.49,2032-04-29,22824200.0,5816564.0,18405287.0,2.88,3.16,B,0.05,912677.69,Performing
CORP_00215,Healthcare,173973642,5.14,2027-02-04,167326850.0,49130084.0,242971563.0,2.1,4.95,C,0.15,11743220.84,Critical Watchlist
CORP_00216,Financials,55873983,4.89,2027-09-01,117860495.0,23727559.0,64914685.0,3.89,2.74,B,0.05,1257164.62,Performing
CORP_00217,Technology,95586459,5.28,2030-12-01,47184017.0,8826435.0,35639138.0,2.53,4.04,C,0.15,6452085.98,Critical Watchlist
CORP_00218,Logistics,193110296,1.79,2030-06-27,257011848.0,65751708.0,153662000.0,6.8,2.34,A,0.01,868996.33,Performing
CORP_00219,Aviation,28637222,2.12,2030-04-25,80460638.0,20202131.0,52158608.0,5.85,2.58,B,0.05,644337.5,Performing
CORP_00220,Healthcare,141702141,4.93,2031-11-19,299488212.0,57215757.0,119038697.0,5.1,2.08,A,0.01,637659.63,Performing
CORP_00221,Manufacturing,209233952,3.72,2029-10-14,168500616.0,41009801.0,180692302.0,2.76,4.41,C,0.15,14123291.76,Critical Watchlist
CORP_00222,Manufacturing,100057280,5.15,2029-11-04,381985985.0,45060239.0,110219266.0,4.24,2.45,A,0.01,450257.76,Performing
CORP_00223,Manufacturing,178667704,1.57,2028-03-30,391942353.0,76560426.0,321820683.0,3.92,4.2,C,0.15,12060070.02,Critical Watchlist
CORP_00224,Manufacturing,102453338,3.95,2028-03-30,185232823.0,27243761.0,81897978.0,3.94,3.01,B,0.05,2305200.11,Performing
CORP_00225,Aviation,228801277,3.08,2027-02-24,149276676.0,26494653.0,83602392.0,4.18,3.16,B,0.05,5148028.73,Review Required (High Exposure)
CORP_00226,Technology,7235000,3.51,2026-05-04,400880350.0,63749897.0,259822558.0,3.06,4.08,C,0.15,488362.5,Critical Watchlist
CORP_00227,Energy,28685747,4.32,2027-02-26,350815726.0,103949420.0,518682916.0,2.27,4.99,C,0.15,1936287.92,Critical Watchlist
CORP_00228,Technology,177094412,3.76,2030-02-17,230597886.0,48504885.0,126908468.0,4.63,2.62,B,0.05,3984624.27,Review Required (High Exposure)
CORP_00229,Retail,212148776,3.97,2030-05-17,349141500.0,53042904.0,218404097.0,2.87,4.12,C,0.15,14320042.38,Critical Watchlist
CORP_00230,Financials,240283714,3.67,2028-02-07,337511554.0,43676929.0,180067628.0,2.97,4.12,C,0.15,16219150.7,Critical Watchlist
CORP_00231,Commercial Real Estate,34859174,3.25,2031-08-07,161920714.0,31587477.0,137737315.0,2.96,4.36,C,0.15,2352994.24,Critical Watchlist
CORP_00232,Energy,175320581,5.25,2032-12-05,317724411.0,91139349.0,189717706.0,4.93,2.08,A,0.01,788942.61,Performing
CORP_00233,Energy,51159303,1.07,2032-01-12,281722391.0,31409629.0,75851378.0,7.43,2.41,A,0.01,230216.86,Performing
CORP_00234,Technology,151412954,4.29,2031-11-10,30174821.0,4934713.0,13399841.0,4.19,2.72,B,0.05,3406791.47,Review Required (High Exposure)
CORP_00235,Energy,187153864,4.11,2030-03-30,236309166.0,53757171.0,158402614.0,3.94,2.95,B,0.05,4210961.94,Review Required (High Exposure)
CORP_00236,Telecommunications,208280701,4.94,2032-11-07,303471089.0,38236562.0,104345592.0,3.88,2.73,B,0.05,4686315.77,Review Required (High Exposure)
CORP_00237,Telecommunications,153639396,4.29,2030-10-31,242954461.0,60212157.0,169970727.0,4.03,2.82,B,0.05,3456886.41,Review Required (High Exposure)
CORP_00238,Retail,26200096,5.55,2031-08-07,395855470.0,98235385.0,464568568.0,2.1,4.73,C,0.15,1768506.48,Critical Watchlist
CORP_00239,Commercial Real Estate,88375337,6.27,2027-05-25,226162150.0,44859986.0,102039523.0,4.08,2.27,A,0.01,397689.02,Performing
CORP_00240,Logistics,112868843,2.88,2029-04-21,71008016.0,9343743.0,29406367.0,4.31,3.15,B,0.05,2539548.97,Performing
CORP_00241,Aviation,248204759,2.25,2027-01-21,195327450.0,27271451.0,70581908.0,5.72,2.59,B,0.05,5584607.08,Review Required (High Exposure)
CORP_00242,Technology,28234510,3.33,2030-05-17,495293841.0,70245885.0,338761546.0,2.65,4.82,C,0.15,1905829.42,Critical Watchlist
CORP_00243,Aviation,190933626,2.58,2032-09-18,380519639.0,78609713.0,360265131.0,3.08,4.58,C,0.15,12888019.76,Critical Watchlist
CORP_00244,Logistics,50968757,4.38,2032-04-12,31232481.0,4786456.0,10311811.0,5.23,2.15,A,0.01,229359.41,Performing
CORP_00245,Technology,139278815,6.02,2028-01-12,325841280.0,92127567.0,458955907.0,1.91,4.98,C,0.15,9401320.01,Critical Watchlist
CORP_00246,Technology,85705119,1.77,2031-03-27,191925743.0,36819732.0,170034494.0,3.45,4.62,C,0.15,5785095.53,Critical Watchlist
CORP_00247,Commercial Real Estate,71653416,1.55,2029-12-17,95438970.0,13058741.0,41437543.0,5.21,3.17,B,0.05,1612201.86,Performing
CORP_00248,Aviation,128850419,2.41,2028-06-19,199515155.0,50247242.0,246300561.0,2.95,4.9,C,0.15,8697403.28,Critical Watchlist
CORP_00249,Telecommunications,224599984,4.99,2031-10-14,133431036.0,24361544.0,104018536.0,2.47,4.27,C,0.15,15160498.92,Critical Watchlist
CORP_00250,Manufacturing,15274621,4.26,2032-03-10,12651948.0,2647235.0,8480040.0,3.56,3.2,B,0.05,343678.97,Performing
CORP_00251,Aviation,152240432,1.56,2031-07-03,53199813.0,12171771.0,36681826.0,5.48,3.01,B,0.05,3425409.72,Review Required (High Exposure)
CORP_00252,Financials,21816569,6.05,2026-08-30,311371804.0,41271998.0,173421810.0,2.26,4.2,C,0.15,1472618.41,Critical Watchlist
CORP_00253,Financials,112147827,5.35,2032-12-15,371756204.0,87096645.0,285856926.0,3.09,3.28,B,0.05,2523326.11,Performing
CORP_00254,Technology,12654909,1.13,2032-07-13,239177435.0,60711267.0,140483328.0,7.68,2.31,A,0.01,56947.09,Performing
CORP_00255,Manufacturing,42814054,4.58,2031-07-14,253317511.0,70703536.0,212629225.0,3.66,3.01,B,0.05,963316.22,Performing
CORP_00256,Healthcare,111388866,5.24,2026-06-22,50468057.0,6524877.0,27280281.0,2.46,4.18,C,0.15,7518748.45,Critical Watchlist
CORP_00257,Logistics,223520688,3.06,2027-11-03,295733019.0,73451366.0,314876897.0,3.09,4.29,C,0.15,15087646.44,Critical Watchlist
CORP_00258,Retail,104157604,1.38,2026-06-13,90572607.0,12398454.0,51095156.0,4.13,4.12,C,0.15,7030638.27,Critical Watchlist
CORP_00259,Manufacturing,154638768,1.43,2027-04-10,142530617.0,26991962.0,112413692.0,4.05,4.16,C,0.15,10438116.84,Critical Watchlist
CORP_00260,Retail,163428240,1.57,2027-05-12,162580529.0,47104073.0,141495017.0,5.48,3.0,B,0.05,3677135.4,Review Required (High Exposure)
CORP_00261,Aviation,77073914,5.62,2027-12-01,411030683.0,96132929.0,458029592.0,2.07,4.76,C,0.15,5202489.2,Critical Watchlist
CORP_00262,Aviation,207139760,6.01,2032-09-08,477644402.0,117303367.0,281631813.0,3.96,2.4,A,0.01,932128.92,Performing
CORP_00263,Retail,172997441,1.68,2027-12-04,422188618.0,77935042.0,229134884.0,5.5,2.94,B,0.05,3892442.42,Review Required (High Exposure)
CORP_00264,Logistics,16506305,2.3,2031-04-25,78140531.0,11359788.0,23527833.0,7.1,2.07,A,0.01,74278.37,Performing
CORP_00265,Manufacturing,159777819,1.91,2032-06-13,495181347.0,98665159.0,375700540.0,4.1,3.81,B,0.05,3595000.93,Review Required (High Exposure)
CORP_00266,Healthcare,226099573,2.02,2030-11-27,204129646.0,41553796.0,190754729.0,3.34,4.59,C,0.15,15261721.18,Critical Watchlist
CORP_00267,Technology,146951830,5.61,2026-07-02,164371313.0,25849090.0,77307121.0,3.31,2.99,B,0.05,3306416.18,Performing
CORP_00268,Commercial Real Estate,128035620,2.83,2027-09-21,153700326.0,27242573.0,78504680.0,4.73,2.88,B,0.05,2880801.45,Performing
CORP_00269,Aviation,144892447,2.71,2030-09-28,68934259.0,14867771.0,54580586.0,3.78,3.67,B,0.05,3260080.06,Performing
CORP_00270,Financials,147875872,2.25,2027-06-30,261575428.0,41289791.0,107691452.0,5.68,2.61,B,0.05,3327207.12,Performing
CORP_00271,Logistics,45163712,4.34,2030-05-07,161824149.0,25193393.0,80408332.0,3.54,3.19,B,0.05,1016183.52,Performing
CORP_00272,Commercial Real Estate,228604114,3.09,2027-09-16,60078658.0,9756805.0,48273115.0,2.66,4.95,C,0.15,15430777.7,Critical Watchlist
CORP_00273,Healthcare,244253117,5.09,2027-08-17,329014177.0,83206591.0,333988209.0,2.6,4.01,C,0.15,16487085.4,Critical Watchlist
CORP_00274,Energy,90447809,2.13,2028-01-14,102232293.0,17395224.0,47976283.0,5.47,2.76,B,0.05,2035075.7,Performing
CORP_00275,Technology,137863028,5.33,2030-11-04,335424111.0,79874954.0,189997407.0,4.28,2.38,A,0.01,620383.63,Performing
CORP_00276,Aviation,228135403,4.32,2029-12-30,101977750.0,17422293.0,65479283.0,3.02,3.76,B,0.05,5133046.57,Review Required (High Exposure)
CORP_00277,Technology,49165849,1.63,2031-05-03,493049434.0,111856447.0,394573599.0,4.62,3.53,B,0.05,1106231.6,Performing
CORP_00278,Commercial Real Estate,211804639,3.28,2031-08-31,445883073.0,50165533.0,207919949.0,3.1,4.14,C,0.15,14296813.13,Critical Watchlist
CORP_00279,Technology,232174085,5.75,2032-09-10,254114204.0,62443070.0,241717102.0,2.52,3.87,B,0.05,5223916.91,Review Required (High Exposure)
CORP_00280,Energy,239313119,6.08,2026-04-15,136411294.0,32457982.0,128058660.0,2.4,3.95,B,0.05,5384545.18,Review Required (High Exposure)
CORP_00281,Commercial Real Estate,134693942,3.56,2032-02-18,254423079.0,34748106.0,86663660.0,4.97,2.49,A,0.01,606122.74,Performing
CORP_00282,Aviation,207445635,3.64,2026-01-17,223015242.0,44150098.0,185274048.0,2.93,4.2,C,0.15,14002580.36,Critical Watchlist
CORP_00283,Manufacturing,83826934,6.05,2027-01-28,307463686.0,34528924.0,118307025.0,2.77,3.43,B,0.05,1886106.02,Performing
CORP_00284,Financials,54905866,4.23,2027-03-01,285596880.0,37271362.0,173778814.0,2.46,4.66,C,0.15,3706145.95,Critical Watchlist
CORP_00285,Commercial Real Estate,220339130,1.18,2031-12-17,377710683.0,51135556.0,188897651.0,4.77,3.69,B,0.05,4957630.42,Review Required (High Exposure)
CORP_00286,Telecommunications,239762640,6.02,2027-07-26,361798827.0,92471512.0,413777653.0,2.12,4.47,C,0.15,16183978.2,Critical Watchlist
CORP_00287,Energy,179875390,2.37,2031-09-08,257067725.0,52550809.0,164342517.0,4.65,3.13,B,0.05,4047196.28,Review Required (High Exposure)
CORP_00288,Commercial Real Estate,233233509,4.18,2029-01-25,241182025.0,71326936.0,350955360.0,2.34,4.92,C,0.15,15743261.86,Critical Watchlist
CORP_00289,Commercial Real Estate,242439255,1.91,2026-08-30,379920682.0,88004724.0,435734177.0,3.15,4.95,C,0.15,16364649.71,Critical Watchlist
CORP_00290,Telecommunications,145877636,1.19,2032-03-29,168290432.0,20445277.0,54622624.0,6.58,2.67,B,0.05,3282246.81,Performing
CORP_00291,Aviation,36378291,2.71,2028-02-28,206802468.0,42567091.0,86239458.0,6.85,2.03,A,0.01,163702.31,Performing
CORP_00292,Commercial Real Estate,202238369,5.29,2027-12-16,304158409.0,36532011.0,129875255.0,2.87,3.56,B,0.05,4550363.3,Review Required (High Exposure)
CORP_00293,Financials,41634821,2.53,2028-01-29,355968859.0,43273639.0,197398830.0,3.12,4.56,C,0.15,2810350.42,Critical Watchlist
CORP_00294,Technology,107325205,2.21,2028-02-15,192489229.0,28422058.0,87728866.0,4.83,3.09,B,0.05,2414817.11,Performing
CORP_00295,Aviation,158651082,2.17,2032-02-26,480292311.0,111874794.0,364786571.0,4.6,3.26,B,0.05,3569649.34,Review Required (High Exposure)
CORP_00296,Financials,21887294,3.83,2026-03-20,354607863.0,39452987.0,86183178.0,5.5,2.18,A,0.01,98492.82,Performing
CORP_00297,Aviation,124356143,6.37,2028-05-05,378361218.0,112057218.0,386267091.0,2.67,3.45,B,0.05,2798013.22,Performing
CORP_00298,Financials,212640719,3.52,2032-11-19,451895732.0,56776636.0,279223472.0,2.54,4.92,C,0.15,14353248.53,Critical Watchlist
CORP_00299,Energy,102935968,4.07,2029-12-10,413716360.0,97123898.0,318266935.0,3.56,3.28,B,0.05,2316059.28,Performing
CORP_00300,Financials,115456008,5.73,2032-11-01,82422738.0,19728869.0,84684966.0,2.28,4.29,C,0.15,7793280.54,Critical Watchlist
CORP_00301,Retail,40562619,3.94,2031-11-05,220934406.0,56112808.0,258247189.0,2.57,4.6,C,0.15,2737976.78,Critical Watchlist
CORP_00302,Financials,40213498,2.01,2031-11-19,36468207.0,3783772.0,10489265.0,5.54,2.77,B,0.05,904803.7,Performing
CORP_00303,Manufacturing,40703247,2.65,2028-10-28,170461566.0,45929065.0,138149329.0,4.65,3.01,B,0.05,915823.06,Performing
CORP_00304,Manufacturing,180127900,2.7,2028-04-24,380048923.0,97091602.0,209788434.0,6.43,2.16,A,0.01,810575.55,Performing
CORP_00305,Logistics,201962050,3.19,2026-03-28,110078149.0,21564625.0,106747478.0,2.63,4.95,C,0.15,13632438.38,Critical Watchlist
CORP_00306,Retail,126946771,3.35,2031-09-22,457834393.0,86842118.0,217902105.0,5.08,2.51,B,0.05,2856302.35,Performing
CORP_00307,Retail,62805563,5.4,2027-02-12,240028525.0,62906801.0,135885531.0,4.68,2.16,A,0.01,282625.03,Performing
CORP_00308,Technology,230762234,2.92,2030-07-27,193451837.0,50037297.0,183123216.0,3.68,3.66,B,0.05,5192150.27,Review Required (High Exposure)
CORP_00309,Retail,145621731,3.58,2026-05-28,88178946.0,10329683.0,21713042.0,5.89,2.1,A,0.01,655297.79,Performing
CORP_00310,Technology,76244178,4.44,2032-05-13,62451237.0,13838551.0,41641802.0,3.72,3.01,B,0.05,1715494.0,Performing
CORP_00311,Logistics,106573977,3.08,2026-08-20,110795338.0,32241634.0,95242484.0,4.47,2.95,B,0.05,2397914.48,Performing
CORP_00312,Logistics,56939266,5.6,2031-05-05,499161999.0,100261665.0,216174179.0,4.59,2.16,A,0.01,256226.7,Performing
CORP_00313,Energy,172485586,4.23,2027-01-01,220681978.0,59221396.0,162856782.0,4.17,2.75,B,0.05,3880925.69,Review Required (High Exposure)
CORP_00314,Manufacturing,160331731,2.62,2030-08-02,439832233.0,119014864.0,446941602.0,3.74,3.76,B,0.05,3607463.95,Review Required (High Exposure)
CORP_00315,Financials,91641503,4.93,2027-03-12,464732219.0,56377627.0,150921862.0,3.96,2.68,B,0.05,2061933.82,Performing
CORP_00316,Financials,149639686,3.9,2027-02-03,49350826.0,12496584.0,32161526.0,4.63,2.57,B,0.05,3366892.94,Performing
CORP_00317,Telecommunications,217027187,3.94,2029-05-19,335559633.0,81579169.0,212763553.0,4.54,2.61,B,0.05,4883111.71,Review Required (High Exposure)
CORP_00318,Telecommunications,17984808,3.65,2029-11-15,168832464.0,33682090.0,105470289.0,3.92,3.13,B,0.05,404658.18,Performing
CORP_00319,Healthcare,19764960,3.73,2032-12-21,486006810.0,116043998.0,355268861.0,3.97,3.06,B,0.05,444711.6,Performing
CORP_00320,Aviation,101946087,5.21,2027-07-17,40088743.0,7218161.0,16713084.0,4.45,2.32,A,0.01,458757.39,Performing
CORP_00321,Energy,55402943,1.57,2032-10-25,271244535.0,69804806.0,338995163.0,3.39,4.86,C,0.15,3739698.65,Critical Watchlist
CORP_00322,Healthcare,81241446,2.84,2029-07-08,406564547.0,46118396.0,144781195.0,4.34,3.14,B,0.05,1827932.54,Performing
CORP_00323,Healthcare,113276583,1.42,2028-02-12,131724625.0,28257338.0,103739263.0,4.6,3.67,B,0.05,2548723.12,Performing
CORP_00324,Commercial Real Estate,58777024,5.14,2032-07-25,328502822.0,55886309.0,154841149.0,3.74,2.77,B,0.05,1322483.04,Performing
CORP_00325,Commercial Real Estate,222712394,2.5,2031-07-31,230371378.0,23164834.0,63452238.0,5.22,2.74,B,0.05,5011028.86,Review Required (High Exposure)
CORP_00326,Healthcare,127691547,5.94,2029-09-05,231922921.0,42366920.0,126727320.0,3.2,2.99,B,0.05,2873059.81,Performing
CORP_00327,Retail,209939192,3.9,2031-12-26,108336696.0,20503330.0,58323516.0,4.19,2.84,B,0.05,4723631.82,Review Required (High Exposure)
CORP_00328,Aviation,223929624,5.4,2030-04-23,184110391.0,29861742.0,76399069.0,3.95,2.56,B,0.05,5038416.54,Review Required (High Exposure)
CORP_00329,Energy,97649393,6.38,2028-09-18,448101462.0,48735224.0,207155171.0,2.16,4.25,C,0.15,6591334.03,Critical Watchlist
CORP_00330,Healthcare,218432470,5.62,2032-08-12,343166672.0,42367027.0,106208956.0,3.94,2.51,B,0.05,4914730.58,Review Required (High Exposure)
CORP_00331,Financials,183017694,5.77,2029-05-31,190800238.0,56265658.0,245435426.0,2.23,4.36,C,0.15,12353694.34,Critical Watchlist
CORP_00332,Aviation,15047453,3.24,2026-12-26,,,,,,,,,Non-Compliant (Missing Financials)
CORP_00333,Commercial Real Estate,40581225,4.03,2028-07-09,16213134.0,2794158.0,10000320.0,3.28,3.58,B,0.05,913077.56,Performing
CORP_00334,Financials,39109026,2.4,2032-07-04,92168820.0,22811385.0,66646691.0,4.96,2.92,B,0.05,879953.09,Performing
CORP_00335,Commercial Real Estate,181308486,2.08,2032-11-15,370487893.0,48859926.0,147812944.0,5.02,3.03,B,0.05,4079440.94,Review Required (High Exposure)
CORP_00336,Commercial Real Estate,155255355,3.78,2028-08-20,432621681.0,43758800.0,103473698.0,5.11,2.36,A,0.01,698649.1,Performing
CORP_00337,Aviation,219554767,4.27,2031-01-02,364160166.0,44281648.0,121252151.0,4.16,2.74,B,0.05,4939982.26,Review Required (High Exposure)
CORP_00338,Commercial Real Estate,25281689,2.87,2030-06-02,213828039.0,47053687.0,212128120.0,3.01,4.51,C,0.15,1706514.01,Critical Watchlist
CORP_00339,Logistics,196849071,4.13,2030-06-29,433689088.0,80438655.0,320768870.0,2.91,3.99,B,0.05,4429104.1,Review Required (High Exposure)
CORP_00340,Manufacturing,242085688,5.88,2032-01-26,231693524.0,62955869.0,260179018.0,2.33,4.13,C,0.15,16340783.94,Critical Watchlist
CORP_00341,Logistics,76450611,4.06,2026-08-05,416896744.0,46807782.0,198206173.0,2.76,4.23,C,0.15,5160416.24,Critical Watchlist
CORP_00342,Manufacturing,132348283,4.96,2027-01-13,372940812.0,103863854.0,374739688.0,2.93,3.61,B,0.05,2977836.37,Performing
CORP_00343,Telecommunications,51510960,5.43,2026-04-29,167748053.0,27204187.0,103274835.0,2.65,3.8,B,0.05,1158996.6,Performing
CORP_00344,Telecommunications,238441281,6.44,2026-07-09,188870388.0,45814787.0,160783030.0,2.6,3.51,B,0.05,5364928.82,Review Required (High Exposure)
CORP_00345,Commercial Real Estate,136437871,4.32,2027-01-05,252615795.0,73616247.0,306839486.0,2.72,4.17,C,0.15,9209556.29,Critical Watchlist
CORP_00346,Energy,124912701,5.44,2030-12-07,156427388.0,15777197.0,60632252.0,2.62,3.84,B,0.05,2810535.77,Performing
CORP_00347,Energy,100415947,6.29,2032-01-06,277595792.0,66782709.0,142563609.0,4.34,2.13,A,0.01,451871.76,Performing
CORP_00348,Manufacturing,114169700,6.19,2027-10-14,293757256.0,59502311.0,197793761.0,2.81,3.32,B,0.05,2568818.25,Performing
CORP_00349,Financials,37797855,1.78,2031-02-26,264552871.0,72889259.0,350885508.0,3.31,4.81,C,0.15,2551355.21,Critical Watchlist
CORP_00350,Aviation,39795514,3.24,2030-02-20,215101004.0,44742225.0,122757904.0,4.71,2.74,B,0.05,895399.06,Performing
CORP_00351,Commercial Real Estate,10184502,2.78,2028-02-09,367340304.0,101287051.0,303090837.0,4.59,2.99,B,0.05,229151.3,Performing
CORP_00352,Aviation,118944584,1.48,2032-08-18,254861466.0,65015000.0,212420120.0,5.12,3.27,B,0.05,2676253.14,Performing
CORP_00353,Logistics,129001512,4.48,2028-02-20,412645258.0,117213476.0,510422390.0,2.56,4.35,C,0.15,8707602.06,Critical Watchlist
CORP_00354,Energy,162666402,5.05,2030-09-13,71371616.0,13019617.0,26539243.0,5.14,2.04,A,0.01,731998.81,Performing
CORP_00355,Retail,60223954,5.66,2032-01-17,20115157.0,5308274.0,17990025.0,2.9,3.39,B,0.05,1355038.96,Performing
CORP_00356,Logistics,170165871,1.68,2032-07-26,80368770.0,10489889.0,33629552.0,5.05,3.21,B,0.05,3828732.1,Review Required (High Exposure)
CORP_00357,Logistics,151720975,5.82,2029-08-04,191359025.0,23381412.0,111244398.0,2.04,4.76,C,0.15,10241165.81,Critical Watchlist
CORP_00358,Manufacturing,99962818,4.54,2029-06-03,395099728.0,40085593.0,118119616.0,3.75,2.95,B,0.05,2249163.41,Performing
CORP_00359,Technology,193223891,4.87,2027-06-07,165803337.0,49660769.0,222791360.0,2.38,4.49,C,0.15,13042612.64,Critical Watchlist
CORP_00360,Logistics,56910807,6.01,2027-06-06,202889688.0,48472620.0,214903965.0,2.15,4.43,C,0.15,3841479.47,Critical Watchlist
CORP_00361,Commercial Real Estate,131736437,4.44,2028-02-22,121000951.0,14229889.0,64544377.0,2.47,4.54,C,0.15,8892209.5,Critical Watchlist
CORP_00362,Healthcare,133314487,2.85,2032-05-09,338375255.0,78641406.0,322043507.0,3.32,4.1,C,0.15,8998727.87,Critical Watchlist
CORP_00363,Healthcare,59847136,5.54,2028-07-24,135122569.0,22272778.0,84363249.0,2.63,3.79,B,0.05,1346560.56,Performing
CORP_00364,Commercial Real Estate,78150359,3.0,2032-02-09,235395489.0,28041039.0,99631151.0,3.75,3.55,B,0.05,1758383.08,Performing
CORP_00365,Technology,170048947,1.19,2030-08-16,409201316.0,50512339.0,110659504.0,8.02,2.19,A,0.01,765220.26,Performing
CORP_00366,Technology,97942922,5.57,2027-05-03,416886949.0,44694782.0,144415614.0,3.07,3.23,B,0.05,2203715.74,Performing
CORP_00367,Manufacturing,162319111,2.9,2031-01-25,177649018.0,43599342.0,216261258.0,2.72,4.96,C,0.15,10956539.99,Critical Watchlist
CORP_00368,Energy,156786915,5.26,2028-04-25,422153287.0,48214295.0,216207220.0,2.28,4.48,C,0.15,10583116.76,Critical Watchlist
CORP_00369,Aviation,106164453,3.0,2031-12-12,288223766.0,53136998.0,155494575.0,4.56,2.93,B,0.05,2388700.19,Performing
CORP_00370,Technology,193928103,5.74,2032-09-27,435973263.0,125765397.0,378542786.0,3.24,3.01,B,0.05,4363382.32,Review Required (High Exposure)
CORP_00371,Retail,193673875,2.21,2031-06-27,232733105.0,42997675.0,200767742.0,3.19,4.67,C,0.15,13072986.56,Critical Watchlist
CORP_00372,Manufacturing,83110973,6.36,2030-10-15,379940354.0,106853272.0,380495492.0,2.59,3.56,B,0.05,1869996.89,Performing
CORP_00373,Telecommunications,44501026,5.29,2027-11-17,336492181.0,98922496.0,466496891.0,2.17,4.72,C,0.15,3003819.26,Critical Watchlist
CORP_00374,Financials,172381501,1.63,2031-12-01,428229358.0,64481181.0,145511570.0,7.23,2.26,A,0.01,775716.75,Performing
CORP_00375,Telecommunications,16310552,4.11,2031-12-10,377783878.0,109552551.0,350379440.0,3.63,3.2,B,0.05,366987.42,Performing
CORP_00376,Manufacturing,170363810,6.42,2030-04-17,234747746.0,49725458.0,211980508.0,2.15,4.26,C,0.15,11499557.18,Critical Watchlist
CORP_00377,Logistics,160322520,3.59,2029-05-30,173493992.0,34138191.0,87276367.0,4.83,2.56,B,0.05,3607256.7,Review Required (High Exposure)
CORP_00378,Aviation,26739356,2.0,2026-02-08,462283455.0,109954070.0,498208228.0,3.4,4.53,C,0.15,1804906.53,Critical Watchlist
CORP_00379,Financials,150689489,3.67,2032-12-19,98359656.0,12262280.0,56552761.0,2.65,4.61,C,0.15,10171540.51,Critical Watchlist
CORP_00380,Telecommunications,158794431,3.82,2028-02-19,79961883.0,17369386.0,74939720.0,2.79,4.31,C,0.15,10718624.09,Critical Watchlist
CORP_00381,Financials,242785965,5.08,2029-06-10,45361272.0,10741897.0,25815497.0,4.34,2.4,A,0.01,1092536.84,Performing
